player_code,player_id,first_name,second_name,web_name,team_code,position,source_season
233963,528,Konstantinos,Mavropanos,Mavropanos,21,Defender,2024-2025
210494,529,Nayef,Aguerd,N.Aguerd,21,Defender,2024-2025
215439,530,Tomáš,Souček,Souček,21,Midfielder,2024-2025
101178,531,James,Ward-Prowse,Ward-Prowse,21,Midfielder,2024-2025
103192,532,Kurt,Zouma,Zouma,21,Defender,2024-2025
229384,576,Andy,Irving,Irving,21,Midfielder,2024-2025
450070,587,Crysencio,Summerville,Summerville,21,Midfielder,2024-2025
197024,588,Guido,Rodríguez,G.Rodríguez,21,Midfielder,2024-2025
91889,589,Niclas,Füllkrug,Füllkrug,21,Forward,2024-2025
462116,591,Jean-Clair,Todibo,Todibo,21,Defender,2024-2025
518438,643,Kaelan,Casey,Casey,21,Defender,2024-2025
224860,654,Carlos,Soler,C.Soler,21,Midfielder,2024-2025
536109,677,Ollie,Scarles,Scarles,21,Defender,2024-2025
602903,686,Ezra,Mayers,Mayers,21,Defender,2024-2025
518442,701,Lewis,Orford,Orford,21,Midfielder,2024-2025
100046435,750,Graham,Potter,Potter,21,Unknown,2024-2025
101982,204,Sam,Johnstone,Johnstone,39,Goalkeeper,2024-2025
448514,533,Rayan,Aït-Nouri,Aït-Nouri,39,Defender,2024-2025
476502,534,Boubacar,Traoré,B.Traore,39,Midfielder,2024-2025
231057,535,Jean-Ricner,Bellegarde,Bellegarde,39,Midfielder,2024-2025
79602,536,Daniel,Bentley,Bentley,39,Goalkeeper,2024-2025
510363,537,Francisco Jorge,Tomás Oliveira,Chiquinho,39,Midfielder,2024-2025
497606,538,Tawanda,Chirewa,Chirewa,39,Midfielder,2024-2025
589507,539,Leon,Chiwome,Chiwome,39,Forward,2024-2025
245923,540,Luke,Cundle,Cundle,39,Midfielder,2024-2025
430871,541,Matheus,Santos Carneiro Da Cunha,Cunha,39,Forward,2024-2025
60232,542,Craig,Dawson,Dawson,39,Defender,2024-2025
87835,543,Matt,Doherty,Doherty,39,Defender,2024-2025
220394,544,Tommy,Doyle,Doyle,39,Midfielder,2024-2025
449988,545,Fábio,Silva,Fábio Silva,39,Forward,2024-2025
531363,546,Nathan,Fraser,Fraser,39,Forward,2024-2025
593001,547,Enso,González,Gonzalez,39,Midfielder,2024-2025
181284,548,Gonçalo Manuel,Ganchinho Guedes,Guedes,39,Midfielder,2024-2025
490721,549,Hugo,Bueno López,H.Bueno,39,Defender,2024-2025
184754,550,Hwang,Hee-chan,Hee Chan,39,Midfielder,2024-2025
240299,551,Joe,Hodge,Hodge,39,Midfielder,2024-2025
441271,552,Ki-Jana,Hoever,Hoever,39,Defender,2024-2025
448089,553,João Victor,Gomes da Silva,J.Gomes,39,Midfielder,2024-2025
149065,554,José,Malheiro de Sá,José Sá,39,Goalkeeper,2024-2025
429414,555,Saša,Kalajdžić,Kalajdžić,39,Forward,2024-2025
138001,556,Tom,King,King,39,Goalkeeper,2024-2025
151086,557,Mario,Lemina,Mario Jr.,39,Midfielder,2024-2025
501837,558,Yerson,Mosquera,Mosquera,39,Defender,2024-2025
200402,559,Nélson,Cabral Semedo,N.Semedo,39,Defender,2024-2025
641221,561,Pedro,Cardoso de Lima,Pedro Lima,39,Defender,2024-2025
200600,562,Daniel,Castelo Podence,Podence,39,Midfielder,2024-2025
483081,563,Rodrigo,Martins Gomes,R.Gomes,39,Midfielder,2024-2025
231480,564,Santiago,Bueno,S.Bueno,39,Defender,2024-2025
88484,565,Pablo,Sarabia,Sarabia,39,Midfielder,2024-2025
247412,566,Jørgen,Strand Larsen,Strand Larsen,39,Forward,2024-2025
510362,567,Toti António,Gomes,Toti,39,Defender,2024-2025
560248,637,Bastien,Meupiyou,Meupiyou,39,Defender,2024-2025
509291,642,André,Trindade da Costa Neto,André,39,Midfielder,2024-2025
463212,655,Carlos Roberto,Forbs Borges,Forbs,39,Midfielder,2024-2025
517179,664,Alfie,Pond,Pond,39,Defender,2024-2025
596054,682,Tom,Edozie,Edozie,39,Midfielder,2024-2025
613467,711,Wes,Okoduwa,Okoduwa,39,Defender,2024-2025
516939,720,Emmanuel,Agbadou,Agbadou,39,Defender,2024-2025
100040854,751,Vítor Manuel,de Oliveira Lopes Pereira,Pereira,39,Unknown,2024-2025
531170,769,Nasser,Djiga,Djiga,39,Defender,2024-2025
433312,770,Marshall,Munetsi,Munetsi,39,Midfielder,2024-2025
647671,784,Mateus,Mané,Mané,39,Forward,2024-2025
232413,266,Eberechi,Eze,Eze,3,Midfielder,2025-2026
500040,662,Cristhian,Mosquera,Mosquera,3,Defender,2025-2026
448104,725,Piero,Hincapié,Hincapie,3,Defender,2025-2026
616065,759,Marli,Salmon,Salmon,3,Defender,2025-2026
645618,702,Bradley,Burrowes,Burrowes,7,Midfielder,2025-2026
184667,719,Victor,Lindelöf,Lindelöf,7,Defender,2025-2026
577285,754,George,Hemmings,George Hemmings,7,Midfielder,2025-2026
516875,757,Ronnie,Hollingshead,Hollingshead,7,Goalkeeper,2025-2026
224117,666,Viktor,Gyökeres,Gyökeres,3,Forward,2025-2026
616077,700,Max,Dowman,Dowman,3,Midfielder,2025-2026
646243,711,Andre,Harriman-Annous,Harriman-Annous,3,Midfielder,2025-2026
444884,389,Harvey,Elliott,Elliott,7,Midfielder,2025-2026
569577,701,Triston,Rowe,Rowe,7,Defender,2025-2026
664015,768,Leon,Routh,Leon Routh,7,Defender,2025-2026
618027,781,TJ,Carroll,Carroll,7,Defender,2025-2026
653481,792,Alysson Edward Franco,da Rocha dos Santos,Alysson,7,Midfielder,2025-2026
173879,808,Tammy,Abraham,Abraham,7,Forward,2025-2026
216055,722,Florentino Ibrain,Morris Luís,Florentino,90,Midfielder,2025-2026
647960,776,Oliver,Pimlott,Pimlott,90,Midfielder,2025-2026
644593,820,Kian,McMahon-Brown,McMahon-Brown,90,Midfielder,2025-2026
591357,134,Ryan,Trevitt,Trevitt,94,Midfielder,2025-2026
209243,456,Jadon,Sancho,Sancho,7,Midfielder,2025-2026
481283,688,James,Wright,Wright,7,Goalkeeper,2025-2026
564505,703,Sam,Proctor,Proctor,7,Goalkeeper,2025-2026
534836,710,Travis,Patterson,Patterson,7,Defender,2025-2026
469272,210,Loum,Tchaouna,Tchaouna,90,Midfielder,2025-2026
704232,784,George,Brierley,Brierley,90,Midfielder,2025-2026
444172,68,Will,Dennis,Dennis,91,Goalkeeper,2025-2026
441240,92,Romain,Faivre,Faivre,91,Midfielder,2025-2026
560262,100,Junior,Kroupi,Kroupi.Jr,91,Forward,2025-2026
678552,756,Malcom,DaCosta,DaCosta,91,Midfielder,2025-2026
40383,782,Fraser,Forster,Forster,91,Goalkeeper,2025-2026
658013,799,Charlie,Stevens,Stevens,91,Midfielder,2025-2026
614574,801,Alex,Tóth,Tóth.A,91,Midfielder,2025-2026
436416,806,Christos,Mandas,Mandas,91,Goalkeeper,2025-2026
499604,807,Rayan Vitor,Simplício Rocha,Rayan,91,Midfielder,2025-2026
507433,105,Hákon Rafn,Valdimarsson,Valdimarsson,94,Goalkeeper,2025-2026
249231,107,Keane,Lewis-Potter,Lewis-Potter,94,Defender,2025-2026
191866,108,Kristoffer,Ajer,Ajer,94,Defender,2025-2026
607464,110,Michael,Kayode,Kayode,94,Defender,2025-2026
231065,111,Ethan,Pinnock,Pinnock,94,Defender,2025-2026
226956,112,Mads,Roerslev Rasmussen,Roerslev,94,Defender,2025-2026
444765,113,Sepp,van den Berg,Van den Berg,94,Defender,2025-2026
622536,114,Benjamin,Arthur,Arthur,94,Defender,2025-2026
612534,115,Benjamin,Fredrick,Fredrick,94,Defender,2025-2026
472713,116,Aaron,Hickey,Hickey,94,Defender,2025-2026
570241,117,Kim,Ji-soo,Ji-soo,94,Defender,2025-2026
499717,118,Jayden,Meghoma,Meghoma,94,Defender,2025-2026
440089,121,Mikkel,Damsgaard,Damsgaard,94,Midfielder,2025-2026
543295,122,Antoni,Milambo,Milambo,94,Midfielder,2025-2026
244858,123,Fábio,Freitas Gouveia Carvalho,Carvalho,94,Midfielder,2025-2026
56979,124,Jordan,Henderson,Henderson,94,Midfielder,2025-2026
204580,125,Vitaly,Janelt,Janelt,94,Midfielder,2025-2026
207283,126,Mathias,Jensen,Jensen,94,Midfielder,2025-2026
428580,128,Frank,Onyeka,Onyeka,94,Midfielder,2025-2026
508395,129,Yehor,Yarmoliuk,Yarmoliuk,94,Midfielder,2025-2026
606689,130,Romelle,Donovan,Donovan,94,Midfielder,2025-2026
628204,131,Yunus Emre,Konak,Konak,94,Midfielder,2025-2026
220695,132,Paris,Maghoma,Maghoma,94,Midfielder,2025-2026
502500,136,Igor Thiago,Nascimento Rodrigues,Thiago,94,Forward,2025-2026
593174,797,Kaye,Furo,Furo,94,Forward,2025-2026
559610,810,Luka,Bentt,Bentt,94,Midfielder,2025-2026
494556,819,Ollie,Shield,Shield,94,Defender,2025-2026
649240,823,Joshua,Stephenson,Stephenson,94,Defender,2025-2026
587433,824,Conor,McManus,McManus,94,Defender,2025-2026
547671,826,Riley,Owen,Owen,94,Midfielder,2025-2026
49262,138,Jason,Steele,Steele,36,Goalkeeper,2025-2026
489639,139,Bart,Verbruggen,Verbruggen,36,Goalkeeper,2025-2026
209288,140,Tom,McGill,McGill,36,Goalkeeper,2025-2026
472739,141,Carl,Rushworth,Rushworth,36,Goalkeeper,2025-2026
180804,198,Axel,Tuanzebe,Tuanzebe,90,Defender,2025-2026
444180,200,Jaidon,Anthony,Anthony,90,Midfielder,2025-2026
179458,202,Jacob,Bruun Larsen,Bruun Larsen,90,Midfielder,2025-2026
174592,206,Marcus,Edwards,Edwards,90,Midfielder,2025-2026
465527,207,Hannibal,Mejbri,Hannibal,90,Midfielder,2025-2026
447715,211,Aaron,Ramsey,A.Ramsey,90,Midfielder,2025-2026
67089,470,Martin,Dúbravka,Dúbravka,90,Goalkeeper,2025-2026
503714,676,Lesley,Ugochukwu,Ugochukwu,90,Midfielder,2025-2026
440323,680,Armando,Broja,Broja,90,Forward,2025-2026
69752,66,Norberto,Murara Neto,Neto,91,Goalkeeper,2025-2026
568791,69,Callan,McKenna,McKenna,91,Goalkeeper,2025-2026
495145,70,Alex,Paulsen,Paulsen,91,Goalkeeper,2025-2026
477580,71,Illia,Zabarnyi,Zabarnyi,91,Defender,2025-2026
221466,72,Marcos,Senesi Barón,Senesi,91,Defender,2025-2026
54469,73,Adam,Smith,Smith,91,Defender,2025-2026
494521,74,Adrien,Truffert,Truffert,91,Defender,2025-2026
541462,75,Matai,Akinmboni,Akinmboni,91,Defender,2025-2026
518906,76,Owen,Bevan,Bevan,91,Defender,2025-2026
463981,77,James,Hill,Hill,91,Defender,2025-2026
436893,78,Julián,Araujo Zúñiga,J.Araujo,91,Defender,2025-2026
223911,79,Chris,Mepham,Mepham,91,Defender,2025-2026
575901,80,Julio,Soler Barreto,Soler,91,Defender,2025-2026
222683,81,Justin,Kluivert,Kluivert,91,Midfielder,2025-2026
201658,84,Marcus,Tavernier,Tavernier,91,Midfielder,2025-2026
200785,85,Tyler,Adams,Adams,91,Midfielder,2025-2026
111317,86,David,Brooks,Brooks,91,Midfielder,2025-2026
158499,87,Ryan,Christie,Christie,91,Midfielder,2025-2026
155408,88,Lewis,Cook,Cook,91,Midfielder,2025-2026
168991,89,Philip,Billing,Philip,91,Midfielder,2025-2026
503139,90,Alex,Scott,Scott,91,Midfielder,2025-2026
224995,91,Luis,Sinisterra Lucumí,Sinisterra,91,Midfielder,2025-2026
424044,93,Hamed,Traorè,H.Traorè,91,Midfielder,2025-2026
550596,94,Dominic,Sadi,Sadi,91,Midfielder,2025-2026
530121,95,Zain,Silcott-Duberry,Silcott-Duberry,91,Midfielder,2025-2026
606775,96,Ben,Winterburn,Winterburn,91,Midfielder,2025-2026
444102,97,Francisco Evanilson,de Lima Barbosa,Evanilson,91,Forward,2025-2026
168636,98,Enes,Ünal,Enes Ünal,91,Forward,2025-2026
242882,685,Bafodé,Diakité,Diakité,91,Defender,2025-2026
606774,687,Remy,Rees-Dottin,Rees-Dottin,91,Midfielder,2025-2026
489888,697,Amine,Adli,Adli,91,Midfielder,2025-2026
551483,713,Álex,Jiménez Sánchez,A.Jimenez,91,Defender,2025-2026
620487,721,Veljko,Milosavljevic,Milosavljević,91,Defender,2025-2026
533463,83,Dango,Ouattara,O.Dango,94,Midfielder,2025-2026
200720,101,Caoimhín,Kelleher,Kelleher,94,Goalkeeper,2025-2026
235448,102,Ellery,Balcombe,Balcombe,94,Goalkeeper,2025-2026
503300,103,Matthew,Cox,Cox,94,Goalkeeper,2025-2026
535017,104,Julian,Eyestone,Eyestone,94,Goalkeeper,2025-2026
450539,133,Myles,Peart-Harris,Peart-Harris,94,Midfielder,2025-2026
183656,748,Josh,Dasilva,Dasilva,94,Midfielder,2025-2026
240514,142,Kjell,Scherpen,Scherpen,36,Goalkeeper,2025-2026
587178,46,Yasin,Özcan,Yasin,7,Defender,2025-2026
244850,47,Morgan,Rogers,Rogers,7,Midfielder,2025-2026
166989,48,Youri,Tielemans,Tielemans,7,Midfielder,2025-2026
215711,49,Leon,Bailey,Bailey,7,Midfielder,2025-2026
195546,50,Emiliano,Buendía Stati,Buendía,7,Midfielder,2025-2026
469247,51,Samuel,Iling-Junior,Iling Jr,7,Midfielder,2025-2026
204646,53,Donyell,Malen,Malen,7,Midfielder,2025-2026
122806,54,John,McGinn,McGinn,7,Midfielder,2025-2026
88894,55,Ross,Barkley,Barkley,7,Midfielder,2025-2026
491287,56,Enzo,Barrenechea,Barrenechea,7,Midfielder,2025-2026
461421,57,Lewis,Dobbin,Dobbin,7,Midfielder,2025-2026
226944,58,Boubacar,Kamara,Kamara,7,Midfielder,2025-2026
449871,59,Amadou,Onana,Onana,7,Midfielder,2025-2026
577731,60,Ben,Broggio,Broggio,7,Midfielder,2025-2026
151589,61,Leander,Dendoncker,Dendoncker,7,Midfielder,2025-2026
559962,62,Jamaldeen,Jimoh-Aloba,Jimoh-Aloba,7,Midfielder,2025-2026
537403,63,Kadan,Young,Young,7,Midfielder,2025-2026
178301,64,Ollie,Watkins,Watkins,7,Forward,2025-2026
576756,65,Zépiqueno,Redmond,Redmond,7,Forward,2025-2026
518030,183,Max,Weiß,Weiss,90,Goalkeeper,2025-2026
489571,184,Etienne,Green,Green,90,Goalkeeper,2025-2026
51943,185,Václav,Hladký,Hladký,90,Goalkeeper,2025-2026
192290,186,Connor,Roberts,Roberts,90,Defender,2025-2026
58621,187,Kyle,Walker,Walker,90,Defender,2025-2026
247245,188,Hannes,Delcroix,Delcroix,90,Defender,2025-2026
461567,189,Owen,Dodgson,Dodgson,90,Defender,2025-2026
478969,190,Hjalmar,Ekdal,Ekdal,90,Defender,2025-2026
477717,191,Maxime,Estève,Estève,90,Defender,2025-2026
494960,192,Quilindschy,Hartman,Hartman,90,Defender,2025-2026
461188,193,Bashir,Humphreys,Humphreys,90,Defender,2025-2026
241231,194,Jordan,Beyer,Jordan,90,Defender,2025-2026
450072,196,Shurandy,Sambo,Sambo,90,Defender,2025-2026
519895,197,Oliver,Sonne,Sonne,90,Defender,2025-2026
208912,199,Joe,Worrall,Worrall,90,Defender,2025-2026
183751,201,Manuel,Benson Hedilazio,Benson,90,Midfielder,2025-2026
578614,203,Enock,Agyei,Boateng,90,Midfielder,2025-2026
250735,204,Darko,Churlinov,Churlinov,90,Midfielder,2025-2026
172567,205,Josh,Cullen,Cullen,90,Midfielder,2025-2026
487702,208,Luca,Koleosho,Koleosho,90,Midfielder,2025-2026
167887,209,Josh,Laurent,Laurent,90,Midfielder,2025-2026
576323,212,Oluwaseun,Adewumi,Adewumi,90,Midfielder,2025-2026
551206,213,Jaydon,Banel,Banel,90,Midfielder,2025-2026
437748,214,Mike,Trésor Ndayishimiye,Trésor,90,Midfielder,2025-2026
431639,215,Zian,Flemming,Flemming,90,Forward,2025-2026
492831,216,Zeki,Amdouni,Amdouni,90,Forward,2025-2026
435973,217,Lyle,Foster,Foster,90,Forward,2025-2026
44699,218,Ashley,Barnes,Barnes,90,Forward,2025-2026
220598,219,Michael,Obafemi,Obafemi,90,Forward,2025-2026
457569,67,Đorđe,Petrović,Petrović,91,Goalkeeper,2025-2026
204120,143,Olivier,Boscagli,Boscagli,36,Defender,2025-2026
550090,144,Diego,Coppola,Coppola,36,Defender,2025-2026
465730,145,Maxim,De Cuyper,De Cuyper,36,Defender,2025-2026
154561,1,David,Raya Martín,Raya,3,Goalkeeper,2025-2026
109745,2,Kepa,Arrizabalaga Revuelta,Arrizabalaga,3,Goalkeeper,2025-2026
463748,3,Karl,Hein,Hein,3,Goalkeeper,2025-2026
551221,4,Tommy,Setford,Setford,3,Goalkeeper,2025-2026
226597,5,Gabriel,dos Santos Magalhães,Gabriel,3,Defender,2025-2026
462424,6,William,Saliba,Saliba,3,Defender,2025-2026
466075,7,Riccardo,Calafiori,Calafiori,3,Defender,2025-2026
445122,8,Jurriën,Timber,J.Timber,3,Defender,2025-2026
440854,9,Jakub,Kiwior,Kiwior,3,Defender,2025-2026
499169,10,Myles,Lewis-Skelly,Lewis-Skelly,3,Defender,2025-2026
198869,11,Benjamin,White,White,3,Defender,2025-2026
563324,13,Brayden,Clarke,Clarke,3,Defender,2025-2026
588793,14,Maldini,Kacurri,Kacurri,3,Defender,2025-2026
499167,15,Josh,Nichols,Nichols,3,Defender,2025-2026
223340,16,Bukayo,Saka,Saka,3,Midfielder,2025-2026
184029,17,Martin,Ødegaard,Ødegaard,3,Midfielder,2025-2026
248857,18,Noni,Madueke,Madueke,3,Midfielder,2025-2026
444145,19,Gabriel,Martinelli Silva,Martinelli,3,Midfielder,2025-2026
116216,20,Leandro,Trossard,Trossard,3,Midfielder,2025-2026
204480,21,Declan,Rice,Rice,3,Midfielder,2025-2026
195384,22,Mikel,Merino Zazón,Merino,3,Midfielder,2025-2026
438098,23,Fábio,Ferreira Vieira,Fábio Vieira,3,Midfielder,2025-2026
128295,24,Christian,Nørgaard,Nørgaard,3,Midfielder,2025-2026
499175,25,Ethan,Nwaneri,Nwaneri,3,Midfielder,2025-2026
481655,26,Martín,Zubimendi Ibáñez,Zubimendi,3,Midfielder,2025-2026
588796,28,Ismeal,Kabia,Kabia,3,Midfielder,2025-2026
437742,29,Albert,Sambi Lokonga,Sambi,3,Midfielder,2025-2026
219847,30,Kai,Havertz,Havertz,3,Forward,2025-2026
205651,31,Gabriel,Fernando de Jesus,G.Jesus,3,Forward,2025-2026
98980,32,Emiliano,Martínez Romero,Martinez,7,Goalkeeper,2025-2026
72147,33,Marco,Bizot,M.Bizot,7,Goalkeeper,2025-2026
462492,34,Joe,Gauci,Gauci,7,Goalkeeper,2025-2026
462381,35,Filip,Marschall,Marschall,7,Goalkeeper,2025-2026
199796,36,Matty,Cash,Cash,7,Defender,2025-2026
101188,37,Lucas,Digne,Digne,7,Defender,2025-2026
199798,38,Ezri,Konsa Ngoyo,Konsa,7,Defender,2025-2026
441302,39,Ian,Maatsen,Maatsen,7,Defender,2025-2026
149484,40,Tyrone,Mings,Mings,7,Defender,2025-2026
244954,41,Pau,Torres,Pau,7,Defender,2025-2026
606798,42,Andrés,García,A.García,7,Defender,2025-2026
106468,43,Álex,Moreno Lopera,Alex Moreno,7,Defender,2025-2026
515597,44,Lamare,Bogarde,Bogarde,7,Defender,2025-2026
514315,45,Lino,da Cruz Sousa,Sousa,7,Defender,2025-2026
200641,27,Reiss,Nelson,Nelson,94,Midfielder,2025-2026
432830,106,Nathan,Collins,Collins,94,Defender,2025-2026
513418,120,Kevin,Schade,Schade,94,Midfielder,2025-2026
204214,147,Pervis,Estupiñán Tenorio,Estupiñan,36,Defender,2025-2026
231416,148,Ferdi,Kadıoğlu,F.Kadıoğlu,36,Defender,2025-2026
232792,150,Tariq,Lamptey,Lamptey,36,Defender,2025-2026
469142,151,Jan Paul,van Hecke,Van Hecke,36,Defender,2025-2026
111478,152,Joël,Veltman,Veltman,36,Defender,2025-2026
110735,153,Adam,Webster,Webster,36,Defender,2025-2026
439135,154,Eiran,Cashin,Cashin,36,Defender,2025-2026
589100,155,Jacob,Slater,Slater,36,Defender,2025-2026
549329,195,Lucas,Pires Silva,Lucas Pires,90,Defender,2025-2026
590760,99,Daniel,Adu-Adjei,Adu-Adjei,91,Forward,2025-2026
194010,109,Rico,Henry,Henry,94,Defender,2025-2026
626464,127,Gustavo,Nunes Fernandes Gomes,Nunes,94,Midfielder,2025-2026
533710,137,Iwan,Morgan,Morgan,94,Forward,2025-2026
83299,146,Lewis,Dunk,Dunk,36,Defender,2025-2026
547720,156,Charlie,Tasker,Tasker,36,Defender,2025-2026
451340,157,Mitoma,Kaoru,Mitoma,36,Midfielder,2025-2026
463067,158,Georginio,Rutter,Georginio,36,Midfielder,2025-2026
109345,159,Solly,March,March,36,Midfielder,2025-2026
592031,160,Yankuba,Minteh,Minteh,36,Midfielder,2025-2026
474120,161,Julio,Enciso Espínola,Enciso,36,Midfielder,2025-2026
513433,162,Brajan,Gruda,Gruda,36,Midfielder,2025-2026
532529,163,Jack,Hinshelwood,Hinshelwood,36,Midfielder,2025-2026
219249,164,Matt,O'Riley,O'Riley,36,Midfielder,2025-2026
516211,165,Abdallah,Sima,Sima,36,Midfielder,2025-2026
509416,166,Yasin,Ayari,Ayari,36,Midfielder,2025-2026
535301,167,Carlos,Baleba,Baleba,36,Midfielder,2025-2026
514254,169,Diego,Gómez Amarilla,Gomez,36,Midfielder,2025-2026
15157,170,James,Milner,Milner,36,Midfielder,2025-2026
441192,171,Jeremy,Sarmiento Morante,Sarmiento,36,Midfielder,2025-2026
549074,172,Tom,Watson,Watson,36,Midfielder,2025-2026
467779,173,Mats,Wieffer,Wieffer,36,Midfielder,2025-2026
611695,174,Malick,Yalcouyé,Yalcouye,36,Midfielder,2025-2026
567121,175,Joe,Knight,Knight,36,Midfielder,2025-2026
550141,176,Adrian,Mazilu,Mazilu,36,Midfielder,2025-2026
513834,177,Andrew,Moran,Moran,36,Midfielder,2025-2026
50175,178,Danny,Welbeck,Welbeck,36,Forward,2025-2026
487117,179,Evan,Ferguson,Ferguson,36,Forward,2025-2026
608181,180,Stefanos,Tzimas,Tzimas,36,Forward,2025-2026
647850,181,Charalampos,Kostoulas,Kostoulas,36,Forward,2025-2026
556637,744,Nehemiah,Oriola,Oriola,36,Midfielder,2025-2026
604988,761,Freddie,Simmonds,Simmonds,36,Defender,2025-2026
60307,783,Pascal,Groß,Groß,36,Midfielder,2025-2026
597320,795,Harry,Howell,Howell,36,Midfielder,2025-2026
215059,220,Robert,Lynch Sánchez,Sánchez,8,Goalkeeper,2025-2026
508479,221,Filip,Jörgensen,Jörgensen,8,Goalkeeper,2025-2026
549939,222,Mike,Penders,Penders,8,Goalkeeper,2025-2026
471798,223,Gabriel,Słonina,Slonina,8,Goalkeeper,2025-2026
179268,224,Marc,Cucurella Saseta,Cucurella,8,Defender,2025-2026
225796,225,Reece,James,James,8,Defender,2025-2026
180736,226,Trevoh,Chalobah,Chalobah,8,Defender,2025-2026
460028,227,Levi,Samuels Colwill,Colwill,8,Defender,2025-2026
482609,228,Malo,Gusto,Gusto,8,Defender,2025-2026
242880,229,Benoît,Badiashile Mukinayi,B.Badiashile,8,Defender,2025-2026
444463,230,Wesley,Fofana,Fofana,8,Defender,2025-2026
574458,231,Mamadou,Sarr,M.Sarr,8,Defender,2025-2026
109646,232,Tosin,Adarabioyo,Tosin,8,Defender,2025-2026
577016,233,Josh,Acheampong,Acheampong,8,Defender,2025-2026
622758,234,Aarón,Anselmino,Anselmino,8,Defender,2025-2026
244851,235,Cole,Palmer,Palmer,8,Midfielder,2025-2026
247632,236,Pedro,Lomba Neto,Neto,8,Midfielder,2025-2026
448047,237,Enzo,Fernández,Enzo,8,Midfielder,2025-2026
624773,238,Estêvão,Almeida de Oliveira Gonçalves,Estêvão,8,Midfielder,2025-2026
463936,239,Jamie,Bynoe-Gittens,Gittens,8,Midfielder,2025-2026
213198,240,Christopher,Nkunku,Nkunku,8,Midfielder,2025-2026
486672,241,Moisés,Caicedo Corozo,Caicedo,8,Midfielder,2025-2026
514356,244,Roméo,Lavia,Lavia,8,Midfielder,2025-2026
465920,245,Mykhailo,Mudryk,Mudryk,8,Midfielder,2025-2026
532605,246,Andrey,Nascimento dos Santos,Andrey Santos,8,Midfielder,2025-2026
491007,247,Dário,Luís Essugo,D.Essugo,8,Midfielder,2025-2026
611134,248,Kendry,Páez Andrade,Paez,8,Midfielder,2025-2026
475168,249,João Pedro,Junqueira de Jesus,João Pedro,8,Forward,2025-2026
463034,250,Liam,Delap,Delap,8,Forward,2025-2026
517052,251,Nicolas,Jackson,N.Jackson,8,Forward,2025-2026
493105,453,Alejandro,Garnacho Ferreyra,Garnacho,8,Midfielder,2025-2026
551210,672,Jorrel,Hato,Hato,8,Defender,2025-2026
611912,743,Landon,Emenalo,Emenalo,8,Midfielder,2025-2026
518335,789,Max,Merrick,Merrick,8,Goalkeeper,2025-2026
499857,803,Teddy,Sharman-Lowe,Sharman-Lowe,8,Goalkeeper,2025-2026
172649,253,Dean,Henderson,Henderson,31,Goalkeeper,2025-2026
121709,254,Walter,Benítez,Benitez,31,Goalkeeper,2025-2026
169593,255,Remi,Matthews,Matthews,31,Goalkeeper,2025-2026
247348,256,Daniel,Muñoz Mejía,Muñoz,31,Defender,2025-2026
437499,257,Maxence,Lacroix,Lacroix,31,Defender,2025-2026
244723,258,Tyrick,Mitchell,Mitchell,31,Defender,2025-2026
218364,259,Borna,Sosa,Sosa,31,Defender,2025-2026
427623,261,Chris,Richards,Richards,31,Defender,2025-2026
515621,262,Chadi,Riad Dnanou,Chadi Riad,31,Defender,2025-2026
57328,263,Nathaniel,Clyne,Clyne,31,Defender,2025-2026
156074,264,Rob,Holding,Holding,31,Defender,2025-2026
590012,265,Caleb,Kporha,Kporha,31,Defender,2025-2026
232185,267,Ismaïla,Sarr,Sarr,31,Midfielder,2025-2026
438464,268,Cheick,Doucouré,Doucouré,31,Midfielder,2025-2026
606921,269,Romain,Esse,Esse,31,Midfielder,2025-2026
108413,270,Will,Hughes,Hughes,31,Midfielder,2025-2026
209400,271,Daichi,Kamada,Kamada,31,Midfielder,2025-2026
152551,272,Jefferson,Lerma Solís,Lerma,31,Midfielder,2025-2026
579075,274,Asher,Agbinone,Agbinone,31,Midfielder,2025-2026
466117,275,Naouirou,Ahamada,Ahamada,31,Midfielder,2025-2026
489706,276,Justin,Devenny,Devenny,31,Midfielder,2025-2026
450542,278,Jesurun,Rak-Sakyi,J.Rak-Sakyi,31,Midfielder,2025-2026
536694,279,Matheus,França de Oliveira,M.França,31,Midfielder,2025-2026
531989,280,David,Ozoh,Ozoh,31,Midfielder,2025-2026
530318,281,Kaden,Rodney,Rodney,31,Midfielder,2025-2026
574398,282,Franco,Umeh-Chibueze,Umeh,31,Midfielder,2025-2026
496221,273,Adam,Wharton,Wharton,31,Midfielder,2025-2026
450535,277,Malcolm,Ebiowei,Ebiowei,31,Midfielder,2025-2026
231747,283,Jean-Philippe,Mateta,Mateta,31,Forward,2025-2026
205533,284,Eddie,Nketiah,Nketiah,31,Forward,2025-2026
199670,285,Odsonne,Édouard,Édouard,31,Forward,2025-2026
576980,286,Zach,Marsh,Marsh,31,Forward,2025-2026
485337,677,Evann,Guessand,Guessand,31,Midfielder,2025-2026
590014,690,Rio,Cardines,Cardines,31,Midfielder,2025-2026
488024,712,Yéremy,Pino Santos,Yeremy,31,Midfielder,2025-2026
651426,723,Jaydee,Canvot,Canvot,31,Defender,2025-2026
660392,732,Christantus,Uche,Uche,31,Forward,2025-2026
672492,762,Joél,Drakes-Thomas,Drakes-Thomas,31,Midfielder,2025-2026
643426,773,Dean,Benamar,Benamar,31,Defender,2025-2026
631106,780,Ben,Casey,Casey,31,Forward,2025-2026
